Абхазія,Сухумі,8 600,243 564,Азия,abkhazia
Австралія,Канберра,7 686 850,24 238 610,Австралия и Океания,australia
Австрія,Відень,83 858,8 741 753,Европа,austria
Азербайджан,Баку,86 600,9 705 600,Азия,azerbaijan
Албанія,тирана,28 748,2 866 026,Европа,albania
Алжир,Алжир,2 381 740,39 813 722,Африка,algeria
Ангола,Луанда,1 246 700,25 831 000,Африка,angola
Андорра,Андорра-ла-Велья,468,78 014,Европа,andorra
Антигуа і Барбуда,Сент-Джонс,442,93 581,Северная Америка,antigua_and_barbuda
Аргентина,Буенос-Айрес,2 766 890,43 847 000,Южная Америка,argentina
Вірменія,Єреван,29 741,2 995 100,Азия,armenia
Афганістан,Кабул,647 500,29 822 848,Азия,afghanistan
Багамські острови,Нассау,13 940,393 000,Северная Америка,the_bahamas
Бангладеш,Дакка,144 000,160 221 000,Азия,bangladesh
Барбадос,Бриджтаун,430,291 495,Северная Америка,barbados
Бахрейн,Манама,701,1 397 000,Азия,bahrain
Беліз,Бельмопан,22 966,377 968,Северная Америка,belize
Білорусь,Мінськ,207 595,9 498 400,Европа,belarus
Бельгія,Брюссель,30 528,11 250 585,Европа,belgium
Бенін,Порто-Ново,112 620,11 167 000,Африка,benin
Болгарія,Софія,110 910,7 153 784,Европа,bulgaria
Болівія,Сукре,1 098 580,10 985 059,Южная Америка,bolivia
Боснія і Герцеговина,Сараєво,51 129,3 802 000,Европа,bosnia_and_herzegovina
Ботсвана,Габороне,600 370,2 209 208,Африка,botswana
Бразилія,Бразиліа,8 511 965,206 081 432,Южная Америка,brazil
Бруней,Бандар-Сері-Бегаван,5 770,436 620,Азия,brunei
Буркіна-Фасо,Уагадугу,274 200,19 034 397,Африка,burkina_faso
Бурунді,Гітега,27 830,11 099 298,Африка,burundi
Бутан,Тхімпху,47 000,784 000,Азия,bhutan
Вануату,Порт-Віла,12 200,289 700,Австралия и Океания,vanuatu
Ватикан,Ватикан,44,842,Европа,vatican_city
Великобританія,Лондон,244 820,65 341 183,Европа,united_kingdom
Угорщина,Будапешт,93 030,9 830 485,Европа,hungary
Венесуела,Каракас,912 050,31 028 637,Южная Америка,venezuela
Східний Тімор,Ділі,14 874,1 167 242,Азия,east_timor
В'єтнам,Ханой,329 560,91 713 300,Азия,vietnam
Габон,Лібревіль,267 667,1 811 079,Африка,gabon
Гаїті,Порт-о-Пренс,27 750,10 911 819,Северная Америка,haiti
Гайана,Джорджтаун,214 970,741 962,Южная Америка,guyana
Гамбія,Банжул,11 300,2 025 527,Африка,the_gambia
Гана,Аккра,238 540,28 308 301,Африка,ghana
Гватемала,Гватемала,108 890,16 555 556,Северная Америка,guatemala
Гвінея,Конакрі,245 857,10 628 972,Африка,guinea
Гвінея-Бісау,Бісау,36 120,1 547 754,Африка,guinea-bissau
Німеччина,Берлін,357 021,82 175 684,Европа,germany
Гондурас,Тегусігальпа,112 090,8 721 014,Северная Америка,honduras
держава Палестина,Єрусалим (Рамалла),6 020,4 816 503,Азия,palestine
Гренада,Сент-Джорджес,340,110 566,Северная Америка,grenada
Греція,Афіни,131 940,10 793 526,Европа,greece
Грузія,Тбілісі,69 700,3 720 400,Азия,georgia
Данія,Копенгаген,43 094,5 707 251,Европа,denmark
Джібуті,Джібуті,22 000,890 179,Африка,djibouti
Домініка,Розо,754,69 393,Северная Америка,dominica
Домініканська республіка,Санто-Домінго,48 730,10 075 045,Северная Америка,dominican_republic
ДР Конго,Кіншаса,2 345 410,85 026 000,Африка,democratic_republic_of_the_congo
Єгипет,Каїр,1 001 450,91 701 723,Африка,egypt
Замбія,Лусака,752 614,16 717 000,Африка,zambia
Зімбабве,Хараре,390 580,15 967 000,Африка,zimbabwe
Ізраїль,Єрусалим,22 072,8 585 000,Азия,israel
Індія,Нью-Делі,3 287 590,1 268 961 000,Азия,india
Індонезія,Джакарта,1 904 556,255 461 700,Азия,indonesia
Йорданія,Амман,89 400,9 813 095,Азия,jordan
Ірак,Багдад,437 072,37 883 543,Азия,iraq
Іран,Тегеран,1 648 000,80 840 713,Азия,iran
Ірландія,Дублін,70 273,4 658 530,Европа,republic_of_ireland
Ісландія,Рейк'явік,103 000,332 529,Европа,iceland
Іспанія,Мадрид,497 304,46 438 422,Европа,spain
Італія,Рим,301 340,60 665 551,Европа,italy
Ємен,Сана,527 970,27 478 000,Азия,yemen
Кабо-Верде,Прая,4 033,538 535,Африка,cape_verde
Казахстан,Нур-Султан,2 724 900,17 753 200,Азия,kazakhstan
Камбоджа,Пномпень,181 040,15 827 000,Азия,cambodia
Камерун,Яунде,475 440,23 924 000,Африка,cameroon
Канада,Оттава,9 976 139,36 286 425,Северная Америка,canada
Катар,Доха,11 437,2 553 393,Азия,qatar
Кенія,Найробі,582 650,44 156 577,Африка,kenya
Кіпр,Нікосія,9 250,848 319,Азия,cyprus
Киргизія,Бішкек,198 500,6 019 500,Азия,kyrgyzstan
Кірібаті,Південна Тарава,717,109 693,Австралия и Океания,kiribati
Китай,Пекін,9 640 821,1 410 549 741,Азия,china
КНДР,Пхеньян,120 540,25 281 000,Азия,north_korea
Колумбія,Богота,1 138 910,48 892 070,Южная Америка,colombia
Коморські Острови,Мороні,2 235,806 153,Африка,comoros
Коста-Ріка,Сан-Хосе,51 100,4 890 379,Северная Америка,costa_rica
Кот-д'Івуар,Ямусукро,322 460,23 254 000,Африка,ivory_coast
Куба,Гавана,110 860,11 236 348,Северная Америка,cuba
Кувейт,Ель-Кувейт,17 820,4 330 308,Азия,kuwait
Лаос,В'єнтьян,236 800,6 492 400,Азия,laos
Латвія,Рига,64 589,1 968 957,Европа,latvia
Лесото,Масеру,30 355,2 160 000,Африка,lesotho
Ліберія,Монровія,111 370,4 001 855,Африка,liberia
Ліван,Бейрут,10 452,5 988 000,Азия,lebanon
Лівія,Тріполі,1 759 540,6 244 174,Африка,libya
Литва,Вільнюс,65 200,2 888 558,Европа,lithuania
Ліхтенштейн,Вадуц,160,37 662,Европа,liechtenstein
Люксембург,Люксембург,2 586,576 249,Европа,luxembourg
Маврикій,Порт-Луї,2 040,1 263 747,Африка,mauritius
Мавританія,Нуакшот,1 030 700,3 537 368,Африка,mauritania
Мадагаскар,Антананаріву,587 040,24 430 325,Африка,madagascar
Малаві,Лілонгве,118 480,17 377 468,Африка,malawi
Малайзія,Куала Лумпур,329 750,31 790 277,Азия,malaysia
Малі,Бамако,1 240 000,18 135 000,Африка,mali
Мальдивські острови,Мале,300,402 071,Азия,maldives
Мальта,Валлетта,316,434 403,Европа,malta
Марокко,Рабат,446 550,34 817 000,Африка,morocco
Маршаллові Острови,Маджуро,181,55 717,Австралия и Океания,marshall_islands
Мексика,Мехіко,1 972 550,122 273 473,Северная Америка,mexico
Мозамбік,Мапуту,801 590,26 423 623,Африка,mozambique
Молдавія,Кишинів,33 846,3 553 056,Европа,moldova
Монако,Монако,202,38 400,Европа,monaco
Монголія,Улан-Батор,1 564 116,3 081 677,Азия,mongolia
М'янма,Нейпьідо,678 500,51 419 420,Азия,myanmar
Намібія,Віндхук,825 418,2 436 469,Африка,namibia
Науру,[Немає столиці],213,10 800,Австралия и Океания,nauru
Непал,Катманду,140 800,28 431 494,Азия,nepal
Нігер,Ніамей,1 267 000,20 715 000,Африка,niger
Нігерія,Абуджа,923 768,186 988 000,Африка,nigeria
Нідерланди,Амстердам,41 526,16 979 120,Европа,netherlands
Нікарагуа,Манагуа,129 494,6 262 703,Северная Америка,nicaragua
Нова Зеландія,Веллінгтон,268 680,4 722 321,Австралия и Океания,new_zealand
Норвегія,Осло,385 186,5 213 985,Европа,norway
ОАЕ,Абу Дабі,82 880,9 267 000,Азия,united_arab_emirates
Оман,Маскат,309 500,4 523 401,Азия,oman
Пакистан,Ісламабад,881 913,196 174 380,Азия,pakistan
Палау,Нгерулмуд,458,17 661,Австралия и Океания,palau
Панама,Панама,78 200,4 037 043,Северная Америка,panama
Папуа Нова Гвінея,Порт-Морсбі,463 840,8 151 300,Австралия и Океания,papua_new_guinea
Парагвай,Асунсьйон,406 750,6 854 536,Южная Америка,paraguay
Перу,Ліма,1 285 220,31 488 625,Южная Америка,paraguay
Польща,Варшава,312 685,37 967 209,Европа,poland
Португалія,Лісабон,92 082,10 341 330,Европа,portugal
Республіка Конго,Браззавіль,342 000,4 741 000,Африка,republic_of_the_congo
Республіка Корея,Сеул,98 480,51 664 244,Азия,south_korea
Росія,Москва,17 125 443,146 267 288,Европа,russia
Руанда,Кігалі,26 338,11 533 446,Африка,rwanda
Румунія,Бухарест,237 500,19 759 968,Европа,romania
Сальвадор,Сан-Сальвадор,21 040,6 460 271,Северная Америка,el_salvador
Самоа,Апіа,2 860,194 899,Австралия и Океания,samoa
Сан-Марино,Сан-Марино,61,33 005,Европа,san_marino
Сан-Томе і Прінсіпі,Сан-Томе,1 001,194 000,Африка,sao_tome_and_principe
Саудівська Аравія,Ер-Ріяд,2 218 000,31 015 999,Азия,saudi_arabia
Північна Македонія,Скоп'є,25 333,2 071 278,Европа,republic_of_macedonia
Сейшельські острови,Вікторія,455,93 186,Африка,seychelles
Сенегал,Дакар,196 190,14 799 859,Африка,senegal
Сент-Вінсент і Гренадіни,Кінгстаун,389,110 255,Северная Америка,saint_vincent_and_the_grenadines
Сент-Кітс і Невіс,Бастер,261,52 329,Северная Америка,saint_kitts_and_nevis
Сент-Люсія,Кастрі,620,172 818,Северная Америка,saint_lucia
Сербія,Белград,88 361,9 846 582,Европа,serbia
Сінгапур,Сінгапур,714,5 607 300,Азия,singapore
Сирія,Дамаск,185 180,17 185 170,Азия,syria
Словаччина,Братислава,48 845,5 426 252,Европа,slovakia
Словенія,Любляна,20 253,2 064 188,Европа,slovenia
Соломонові Острови,Хоніара,28 450,651 700,Австралия и Океания,solomon_islands
Сомалі,Могадішо,637 657,12 316 895,Африка,somalia
Судан,Хартум,1 886 068,41 176 000,Африка,sudan
Суринам,Парамарібо,163 270,558 773,Южная Америка,suriname
США,Вашингтон,9 522 057,322 762 018,Северная Америка,united_states
Сьєрра-Леоне,Фрітаун,71 740,7 075 641,Африка,sierra_leone
Таджикистан,Душанбе,143 100,8 551 000,Азия,tajikistan
Таїланд,Бангкок,514 000,68 147 000,Азия,thailand
Танзанія,Додома,948 087,50 142 938,Африка,tanzania
того,Ломе,56 785,7 143 000,Африка,togo
Тонга,Нукуалофа,748,106 440,Австралия и Океания,tonga
Трінідад і Тобаго,Порт-оф-Спейн,5 128,1 349 667,Северная Америка,trinidad_and_tobago
Тувалу,Фунафуті,26,10 782,Австралия и Океания,tuvalu
Туніс,Туніс,163 610,11 154 372,Африка,tunisia
Туркменія,Ашхабад,491 200,5 439 000,Азия,turkmenistan
Туреччина,Анкара,780 580,78 741 053,Азия,turkey
Уганда,Кампала,236 040,36 860 700,Африка,uganda
Узбекистан,Ташкент,447 400,31 807 000,Азия,uzbekistan
Україна,Київ,576 604,42 650 186,Европа,ukraine
Уругвай,Монтевідео,176 220,3 480 222,Южная Америка,uruguay
Мікронезія,Паликир,702,105 681,Австралия и Океания,federal_state_of_micronesia
Фіджі,Сува,18 270,903 207,Австралия и Океания,fiji
Філіппіни,Маніла,300 000,102 980 480,Азия,philippines
Фінляндія,Гельсінкі,337 030,5 487 308,Европа,finland
Франція,Париж,547 030,64 513 242,Европа,france
Хорватія,Загреб,56 542,4 190 669,Европа,croatia
ЦАР,Бангі,622 984,5 277 959,Африка,central_african_republic
Чад,Нджамена,1 284 000,14 497 000,Африка,chad
Чорногорія,Підгірці,14 026,622 218,Европа,montenegro
Чехія,Прага,78 866,10 553 843,Европа,czech_republic
Чилі,Сантьяго,756 950,18 006 407,Южная Америка,chile
Швейцарія,Берн,41 290,8 325 194,Европа,switzerland
Швеція,Стокгольм,449 964,9 851 017,Европа,sweden
Шрі Ланка,Шрі-Джаяварденепура-Котте,65 610,21 866 445,Азия,sri_lanka
Еквадор,Кіто,283 560,16 599 593,Южная Америка,ecuador
Екваторіальна Гвінея,Малабо,28 051,1 222 442,Африка,equatorial_guinea
Еритрея,Асмера,121 320,5 352 000,Африка,eritrea
Есватіні,Мбабане,17 363,1 419 623,Африка,swaziland
Естонія,Таллінн,45 226,1 315 944,Европа,estonia
Ефіопія,Аддіс-Абеба,1 127 127,101 853 000,Африка,ethiopia
ПАР,Преторія,1 219 912,55 908 900,Африка,south_africa
Південна Осетія,Цхінвалі,3 900,53 532,Азия,ossetia
Південний Судан,Джуба,619 745,12 733 000,Африка,south_sudan
Ямайка,Кінгстон,10 990,2 723 000,Северная Америка,jamaica
Японія,Токіо,377 944,127 103 388,Азия,japan
